,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,form_assignment,url,stimulus,button_pressed,type,condition,topic,speaker,form,responses,question_order,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
25,,,audio-button-response,25,155836,0.0-5.0-10.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/4_question_Spanish.wav,,,question,Spanish,4.0,conventional,,,,No,Prefer not to say,No,7,123213,No
26,,454.6550000086427,html-button-response,26,156548,0.0-5.0-10.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,Spanish,4.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
27,,,audio-button-response,27,158449,0.0-5.0-11.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/4_request_Spanish.wav,,,request,Spanish,4.0,conventional,,,,No,Prefer not to say,No,7,123213,No
28,,390.3599999903236,html-button-response,28,159093,0.0-5.0-11.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,Spanish,4.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
29,,,audio-button-response,29,161148,0.0-6.0-0.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_Spanish.wav,,,request,Spanish,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
30,,560.1599999936299,html-button-response,30,161963,0.0-6.0-0.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,Spanish,24.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
31,,,audio-button-response,31,163772,0.0-6.0-1.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_window.wav,,,question,window,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
32,,615.3500000073109,html-button-response,32,164639,0.0-6.0-1.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,0.0,,question,window,24.0,conventional,,,Request,No,Prefer not to say,No,7,123213,No
33,,,audio-button-response,33,166634,0.0-6.0-2.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_window.wav,,,request,window,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
34,,483.19999998784624,html-button-response,34,167374,0.0-6.0-2.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,0.0,,request,window,24.0,conventional,,,Request,Yes,Prefer not to say,No,7,123213,No
35,,,audio-button-response,35,168892,0.0-6.0-3.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_door.wav,,,request,door,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
36,,541.9049999909475,html-button-response,36,169690,0.0-6.0-3.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,0.0,,request,door,24.0,conventional,,,Request,No,Prefer not to say,No,7,123213,No
37,,,audio-button-response,37,171464,0.0-6.0-4.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_piano.wav,,,question,piano,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
38,,436.77000000025146,html-button-response,38,172157,0.0-6.0-4.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,0.0,,question,piano,24.0,conventional,,,Request,No,Prefer not to say,No,7,123213,No
39,,,audio-button-response,39,173757,0.0-6.0-5.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_door.wav,,,question,door,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
40,,318.0599999905098,html-button-response,40,174331,0.0-6.0-5.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,0.0,,question,door,24.0,conventional,,,Request,Yes,Prefer not to say,No,7,123213,No
41,,,audio-button-response,41,176207,0.0-6.0-6.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_box.wav,,,question,box,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
42,,92798.3349999995,html-button-response,42,269264,0.0-6.0-6.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,box,24.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
43,,,audio-button-response,43,271240,0.0-6.0-7.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_Spanish.wav,,,question,Spanish,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
44,,355.81999999703834,html-button-response,44,271851,0.0-6.0-7.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,Spanish,24.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
45,,,audio-button-response,45,273475,0.0-6.0-8.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_piano.wav,,,request,piano,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
46,,417.53499998594634,html-button-response,46,274144,0.0-6.0-8.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,piano,24.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
47,,,audio-button-response,47,276000,0.0-6.0-9.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_temp.wav,,,request,temp,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
48,,383.8850000174716,html-button-response,48,276639,0.0-6.0-9.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,temp,24.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
49,,,audio-button-response,49,278682,0.0-6.0-10.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_request_box.wav,,,request,box,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
50,,412.66999999061227,html-button-response,50,279350,0.0-6.0-10.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,box,24.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
51,,,audio-button-response,51,281172,0.0-6.0-11.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/24_question_temp.wav,,,question,temp,24.0,conventional,,,,No,Prefer not to say,No,7,123213,No
52,,357.560000004014,html-button-response,52,281786,0.0-6.0-11.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,temp,24.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
53,,,audio-button-response,53,283605,0.0-7.0-0.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_box.wav,,,question,box,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
54,,456.9649999903049,html-button-response,54,284318,0.0-7.0-0.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,box,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
55,,,audio-button-response,55,286031,0.0-7.0-1.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_Spanish.wav,,,request,Spanish,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
56,,466.5099999983795,html-button-response,56,286753,0.0-7.0-1.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,Spanish,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
57,,,audio-button-response,57,288527,0.0-7.0-2.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_Spanish.wav,,,question,Spanish,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
58,,494.50999998953193,html-button-response,58,289278,0.0-7.0-2.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,Spanish,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
59,,,audio-button-response,59,290896,0.0-7.0-3.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_temp.wav,,,question,temp,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
60,,499.3499999982305,html-button-response,60,291651,0.0-7.0-3.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,temp,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
61,,,audio-button-response,61,293316,0.0-7.0-4.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_box.wav,,,request,box,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
62,,490.7550000061746,html-button-response,62,294063,0.0-7.0-4.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,box,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
63,,,audio-button-response,63,295604,0.0-7.0-5.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_door.wav,,,request,door,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
64,,590.8499999786727,html-button-response,64,296451,0.0-7.0-5.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,door,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
65,,,audio-button-response,65,298007,0.0-7.0-6.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_door.wav,,,question,door,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
66,,54.64000001666136,html-button-response,66,298318,0.0-7.0-6.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,door,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
67,,,audio-button-response,67,299964,0.0-7.0-7.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_piano.wav,,,request,piano,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
68,,84.1599999985192,html-button-response,68,300303,0.0-7.0-7.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,piano,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
69,,,audio-button-response,69,301839,0.0-7.0-8.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_window.wav,,,request,window,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
70,,906.6250000032596,html-button-response,70,302999,0.0-7.0-8.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,window,18.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
71,,,audio-button-response,71,304463,0.0-7.0-9.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_piano.wav,,,question,piano,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
72,,860.7650000194552,html-button-response,72,305579,0.0-7.0-9.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,piano,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
73,,,audio-button-response,73,307250,0.0-7.0-10.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_question_window.wav,,,question,window,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
74,,422.6550000021234,html-button-response,74,307928,0.0-7.0-10.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,window,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
75,,,audio-button-response,75,309734,0.0-7.0-11.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/18_request_temp.wav,,,request,temp,18.0,conventional,,,,No,Prefer not to say,No,7,123213,No
76,,440.7749999954831,html-button-response,76,310430,0.0-7.0-11.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,temp,18.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
77,,,audio-button-response,77,312230,0.0-8.0-0.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_window.wav,,,question,window,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
78,,385.4649999993853,html-button-response,78,312871,0.0-8.0-0.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,window,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
79,,,audio-button-response,79,314715,0.0-8.0-1.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_Spanish.wav,,,request,Spanish,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
80,,368.1649999925867,html-button-response,80,315338,0.0-8.0-1.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,Spanish,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
81,,,audio-button-response,81,316764,0.0-8.0-2.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_piano.wav,,,request,piano,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
82,,280.23500001290813,html-button-response,82,317300,0.0-8.0-2.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,piano,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
83,,,audio-button-response,83,319155,0.0-8.0-3.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_box.wav,,,request,box,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
84,,321.05500000761816,html-button-response,84,319734,0.0-8.0-3.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,box,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
85,,,audio-button-response,85,322528,0.0-8.0-4.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_Spanish.wav,,,question,Spanish,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
86,,59843.69000000879,html-button-response,86,382626,0.0-8.0-4.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,Spanish,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
87,,,audio-button-response,87,384624,0.0-8.0-5.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_temp.wav,,,request,temp,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
88,,347.52000001026323,html-button-response,88,385228,0.0-8.0-5.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,temp,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
89,,,audio-button-response,89,386784,0.0-8.0-6.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_door.wav,,,request,door,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
90,,402.1749999956228,html-button-response,90,387442,0.0-8.0-6.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,door,3.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
91,,,audio-button-response,91,389123,0.0-8.0-7.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_piano.wav,,,question,piano,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
92,,1055.179999995744,html-button-response,92,390434,0.0-8.0-7.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,piano,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
93,,,audio-button-response,93,392241,0.0-8.0-8.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_box.wav,,,question,box,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
94,,743.8299999921582,html-button-response,94,393236,0.0-8.0-8.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,box,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
95,,,audio-button-response,95,395033,0.0-8.0-9.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_request_window.wav,,,request,window,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
96,,368.6400000005961,html-button-response,96,395658,0.0-8.0-9.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,window,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
97,,,audio-button-response,97,397337,0.0-8.0-10.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_door.wav,,,question,door,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
98,,5063.0050000036135,html-button-response,98,402652,0.0-8.0-10.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,door,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
99,,,audio-button-response,99,404437,0.0-8.0-11.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/3_question_temp.wav,,,question,temp,3.0,conventional,,,,No,Prefer not to say,No,7,123213,No
100,,627.1499999857043,html-button-response,100,405321,0.0-8.0-11.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,temp,3.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
101,,,audio-button-response,101,407433,0.0-9.0-0.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_piano.wav,,,question,piano,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
102,,1466.7649999901187,html-button-response,102,409155,0.0-9.0-0.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,piano,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
103,,,audio-button-response,103,410730,0.0-9.0-1.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_request_door.wav,,,request,door,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
104,,1068.5450000164562,html-button-response,104,412054,0.0-9.0-1.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,door,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
105,,,audio-button-response,105,413859,0.0-9.0-2.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_door.wav,,,question,door,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
106,,463.6250000039581,html-button-response,106,414579,0.0-9.0-2.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,door,25.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
107,,,audio-button-response,107,416773,0.0-9.0-3.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_box.wav,,,question,box,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
108,,356.2650000094436,html-button-response,108,417386,0.0-9.0-3.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,box,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
109,,,audio-button-response,109,419275,0.0-9.0-4.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_request_temp.wav,,,request,temp,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
110,,435.235000011744,html-button-response,110,419966,0.0-9.0-4.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,temp,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
111,,,audio-button-response,111,421969,0.0-9.0-5.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_Spanish.wav,,,question,Spanish,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
112,,559.0500000107569,html-button-response,112,422784,0.0-9.0-5.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,Spanish,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
113,,,audio-button-response,113,424663,0.0-9.0-6.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_request_box.wav,,,request,box,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
114,,667.1400000050197,html-button-response,114,425586,0.0-9.0-6.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,request,box,25.0,conventional,,,Non-Request,Yes,Prefer not to say,No,7,123213,No
115,,,audio-button-response,115,428151,0.0-9.0-7.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_window.wav,,,question,window,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
116,,1471.1349999997767,html-button-response,116,429874,0.0-9.0-7.0-1.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,,1.0,,question,window,25.0,conventional,,,Non-Request,No,Prefer not to say,No,7,123213,No
117,,,audio-button-response,117,431460,0.0-9.0-8.0-0.0,u9v7sk4hb1,u9v7sk4hb1,conventional,,../data/raw/scaled_stimuli/25_question_temp.wav,,,question,temp,25.0,conventional,,,,No,Prefer not to say,No,7,123213,No
