,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,form_assignment,url,stimulus,button_pressed,type,condition,topic,speaker,form,responses,question_order,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
46,,3514.040000000023,html-button-response,46,89654,0.0-6.0-8.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,laptop,2.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
47,,,audio-button-response,47,91591,0.0-6.0-9.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_back.wav,,,statement,back,2.0,nonconventional,,,,No,Male,Yes,4,19,No
48,,13372.255000000225,html-button-response,48,105232,0.0-6.0-9.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,back,2.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
49,,,audio-button-response,49,106852,0.0-6.0-10.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/2_statement_phone.wav,,,statement,phone,2.0,nonconventional,,,,No,Male,Yes,4,19,No
50,,634.9499999996624,html-button-response,50,107738,0.0-6.0-10.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,phone,2.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
51,,,audio-button-response,51,109452,0.0-6.0-11.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/2_request_soup.wav,,,request,soup,2.0,nonconventional,,,,No,Male,Yes,4,19,No
52,,289.15000000051805,html-button-response,52,109992,0.0-6.0-11.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,soup,2.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
53,,,audio-button-response,53,112452,0.0-7.0-0.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_back.wav,,,request,back,20.0,nonconventional,,,,No,Male,Yes,4,19,No
54,,552.4900000000343,html-button-response,54,113256,0.0-7.0-0.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,request,back,20.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
55,,,audio-button-response,55,115532,0.0-7.0-1.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_car.wav,,,request,car,20.0,nonconventional,,,,No,Male,Yes,4,19,No
56,,398.1850000000122,html-button-response,56,116184,0.0-7.0-1.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,car,20.0,nonconventional,,,Request,No,Male,Yes,4,19,No
57,,,audio-button-response,57,118652,0.0-7.0-2.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_office.wav,,,request,office,20.0,nonconventional,,,,No,Male,Yes,4,19,No
58,,246.98499999976772,html-button-response,58,119151,0.0-7.0-2.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,office,20.0,nonconventional,,,Request,No,Male,Yes,4,19,No
59,,,audio-button-response,59,121032,0.0-7.0-3.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_soup.wav,,,request,soup,20.0,nonconventional,,,,No,Male,Yes,4,19,No
60,,994.0999999998894,html-button-response,60,122284,0.0-7.0-3.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,soup,20.0,nonconventional,,,Request,No,Male,Yes,4,19,No
61,,,audio-button-response,61,124432,0.0-7.0-4.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_car.wav,,,statement,car,20.0,nonconventional,,,,No,Male,Yes,4,19,No
62,,325.7749999993393,html-button-response,62,125011,0.0-7.0-4.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,car,20.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
63,,,audio-button-response,63,126772,0.0-7.0-5.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_phone.wav,,,statement,phone,20.0,nonconventional,,,,No,Male,Yes,4,19,No
64,,321.62000000062113,html-button-response,64,127346,0.0-7.0-5.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,phone,20.0,nonconventional,,,Request,No,Male,Yes,4,19,No
65,,,audio-button-response,65,129592,0.0-7.0-6.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_back.wav,,,statement,back,20.0,nonconventional,,,,No,Male,Yes,4,19,No
66,,519.9649999995163,html-button-response,66,130364,0.0-7.0-6.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,back,20.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
67,,,audio-button-response,67,132422,0.0-7.0-7.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_office.wav,,,statement,office,20.0,nonconventional,,,,No,Male,Yes,4,19,No
68,,272.0950000002631,html-button-response,68,132952,0.0-7.0-7.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,office,20.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
69,,,audio-button-response,69,134622,0.0-7.0-8.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_soup.wav,,,statement,soup,20.0,nonconventional,,,,No,Male,Yes,4,19,No
70,,1017.8200000009384,html-button-response,70,135892,0.0-7.0-8.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,soup,20.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
71,,,audio-button-response,71,137852,0.0-7.0-9.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_statement_laptop.wav,,,statement,laptop,20.0,nonconventional,,,,No,Male,Yes,4,19,No
72,,570.5749999997497,html-button-response,72,138691,0.0-7.0-9.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,laptop,20.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
73,,,audio-button-response,73,141092,0.0-7.0-10.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_phone.wav,,,request,phone,20.0,nonconventional,,,,No,Male,Yes,4,19,No
74,,280.1600000002363,html-button-response,74,141640,0.0-7.0-10.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,request,phone,20.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
75,,,audio-button-response,75,143941,0.0-7.0-11.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/20_request_laptop.wav,,,request,laptop,20.0,nonconventional,,,,No,Male,Yes,4,19,No
76,,225.8050000000221,html-button-response,76,144426,0.0-7.0-11.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,request,laptop,20.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
77,,,audio-button-response,77,146852,0.0-8.0-0.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_soup.wav,,,request,soup,11.0,nonconventional,,,,No,Male,Yes,4,19,No
78,,342.81000000011414,html-button-response,78,147446,0.0-8.0-0.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,soup,11.0,nonconventional,,,Request,No,Male,Yes,4,19,No
79,,,audio-button-response,79,148922,0.0-8.0-1.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_soup.wav,,,statement,soup,11.0,nonconventional,,,,No,Male,Yes,4,19,No
80,,228.32000000018158,html-button-response,80,149418,0.0-8.0-1.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,soup,11.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
81,,,audio-button-response,81,151322,0.0-8.0-2.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_laptop.wav,,,statement,laptop,11.0,nonconventional,,,,No,Male,Yes,4,19,No
82,,486.5150000004797,html-button-response,82,152076,0.0-8.0-2.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,laptop,11.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
83,,,audio-button-response,83,153930,0.0-8.0-3.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_car.wav,,,statement,car,11.0,nonconventional,,,,No,Male,Yes,4,19,No
84,,252.26499999917,html-button-response,84,154452,0.0-8.0-3.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,car,11.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
85,,,audio-button-response,85,156614,0.0-8.0-4.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_car.wav,,,request,car,11.0,nonconventional,,,,No,Male,Yes,4,19,No
86,,581.0999999994237,html-button-response,86,157446,0.0-8.0-4.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,car,11.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
87,,,audio-button-response,87,159964,0.0-8.0-5.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_phone.wav,,,request,phone,11.0,nonconventional,,,,No,Male,Yes,4,19,No
88,,299.710000001156,html-button-response,88,160516,0.0-8.0-5.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,phone,11.0,nonconventional,,,Request,No,Male,Yes,4,19,No
89,,,audio-button-response,89,162512,0.0-8.0-6.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_back.wav,,,statement,back,11.0,nonconventional,,,,No,Male,Yes,4,19,No
90,,381.3300000001618,html-button-response,90,163144,0.0-8.0-6.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,back,11.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
91,,,audio-button-response,91,165900,0.0-8.0-7.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_laptop.wav,,,request,laptop,11.0,nonconventional,,,,No,Male,Yes,4,19,No
92,,380.1100000000442,html-button-response,92,166532,0.0-8.0-7.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,laptop,11.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
93,,,audio-button-response,93,168659,0.0-8.0-8.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_office.wav,,,request,office,11.0,nonconventional,,,,No,Male,Yes,4,19,No
94,,478.06999999919213,html-button-response,94,169408,0.0-8.0-8.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,office,11.0,nonconventional,,,Request,No,Male,Yes,4,19,No
95,,,audio-button-response,95,172072,0.0-8.0-9.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_request_back.wav,,,request,back,11.0,nonconventional,,,,No,Male,Yes,4,19,No
96,,290.71000000112684,html-button-response,96,172620,0.0-8.0-9.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,request,back,11.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
97,,,audio-button-response,97,174431,0.0-8.0-10.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_office.wav,,,statement,office,11.0,nonconventional,,,,No,Male,Yes,4,19,No
98,,850.1599999999452,html-button-response,98,175540,0.0-8.0-10.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,office,11.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
99,,,audio-button-response,99,177074,0.0-8.0-11.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/11_statement_phone.wav,,,statement,phone,11.0,nonconventional,,,,No,Male,Yes,4,19,No
100,,796.9350000003177,html-button-response,100,178122,0.0-8.0-11.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,phone,11.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
101,,,audio-button-response,101,180232,0.0-9.0-0.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_request_back.wav,,,request,back,22.0,nonconventional,,,,No,Male,Yes,4,19,No
102,,283.6800000004587,html-button-response,102,180768,0.0-9.0-0.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,request,back,22.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
103,,,audio-button-response,103,183072,0.0-9.0-1.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_soup.wav,,,statement,soup,22.0,nonconventional,,,,No,Male,Yes,4,19,No
104,,936.7299999994284,html-button-response,104,184266,0.0-9.0-1.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,soup,22.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
105,,,audio-button-response,105,186222,0.0-9.0-2.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_request_car.wav,,,request,car,22.0,nonconventional,,,,No,Male,Yes,4,19,No
106,,278.6899999991874,html-button-response,106,186754,0.0-9.0-2.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,car,22.0,nonconventional,,,Request,No,Male,Yes,4,19,No
107,,,audio-button-response,107,188941,0.0-9.0-3.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_car.wav,,,statement,car,22.0,nonconventional,,,,No,Male,Yes,4,19,No
108,,304.82499999925494,html-button-response,108,189514,0.0-9.0-3.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,car,22.0,nonconventional,,,Non-Request,Yes,Male,Yes,4,19,No
109,,,audio-button-response,109,191689,0.0-9.0-4.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_laptop.wav,,,statement,laptop,22.0,nonconventional,,,,No,Male,Yes,4,19,No
110,,504.119999999617,html-button-response,110,192446,0.0-9.0-4.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,laptop,22.0,nonconventional,,,Request,No,Male,Yes,4,19,No
111,,,audio-button-response,111,194411,0.0-9.0-5.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_back.wav,,,statement,back,22.0,nonconventional,,,,No,Male,Yes,4,19,No
112,,418.5900000011316,html-button-response,112,195082,0.0-9.0-5.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,statement,back,22.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
113,,,audio-button-response,113,197322,0.0-9.0-6.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_office.wav,,,statement,office,22.0,nonconventional,,,,No,Male,Yes,4,19,No
114,,358.51499999989755,html-button-response,114,197938,0.0-9.0-6.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,1.0,,statement,office,22.0,nonconventional,,,Non-Request,No,Male,Yes,4,19,No
115,,,audio-button-response,115,200301,0.0-9.0-7.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_request_laptop.wav,,,request,laptop,22.0,nonconventional,,,,No,Male,Yes,4,19,No
116,,328.43499999941565,html-button-response,116,200882,0.0-9.0-7.0-1.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,,0.0,,request,laptop,22.0,nonconventional,,,Request,Yes,Male,Yes,4,19,No
117,,,audio-button-response,117,202782,0.0-9.0-8.0-0.0,yas2e2mcsw,yas2e2mcsw,non_conventional,,../data/raw/scaled_stimuli_normed/22_statement_phone.wav,,,statement,phone,22.0,nonconventional,,,,No,Male,Yes,4,19,No
