rt,trial_index,subject,form_assignment,button_pressed,condition,topic,speaker,form,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
,9,ujg3qj4zoo,non_conventional,,request,soup,2,nonconventional,,No,Male,Yes,5,19,No
4213.745,10,ujg3qj4zoo,non_conventional,0,request,soup,2,nonconventional,Request,No,Male,Yes,5,19,No
,11,ujg3qj4zoo,non_conventional,,request,laptop,2,nonconventional,,No,Male,Yes,5,19,No
610.405,12,ujg3qj4zoo,non_conventional,1,request,laptop,2,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,13,ujg3qj4zoo,non_conventional,,request,car,2,nonconventional,,No,Male,Yes,5,19,No
547.855,14,ujg3qj4zoo,non_conventional,0,request,car,2,nonconventional,Request,No,Male,Yes,5,19,No
,15,ujg3qj4zoo,non_conventional,,request,phone,2,nonconventional,,No,Male,Yes,5,19,No
349.145,16,ujg3qj4zoo,non_conventional,0,request,phone,2,nonconventional,Request,No,Male,Yes,5,19,No
,17,ujg3qj4zoo,non_conventional,,request,office,2,nonconventional,,No,Male,Yes,5,19,No
366.96,18,ujg3qj4zoo,non_conventional,0,request,office,2,nonconventional,Request,No,Male,Yes,5,19,No
,19,ujg3qj4zoo,non_conventional,,statement,car,2,nonconventional,,No,Male,Yes,5,19,No
451.6899999,20,ujg3qj4zoo,non_conventional,0,statement,car,2,nonconventional,Request,Yes,Male,Yes,5,19,No
,21,ujg3qj4zoo,non_conventional,,statement,office,2,nonconventional,,No,Male,Yes,5,19,No
962.4150001,22,ujg3qj4zoo,non_conventional,1,statement,office,2,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,23,ujg3qj4zoo,non_conventional,,statement,soup,2,nonconventional,,No,Male,Yes,5,19,No
608.225,24,ujg3qj4zoo,non_conventional,0,statement,soup,2,nonconventional,Request,Yes,Male,Yes,5,19,No
,25,ujg3qj4zoo,non_conventional,,statement,phone,2,nonconventional,,No,Male,Yes,5,19,No
392.76,26,ujg3qj4zoo,non_conventional,0,statement,phone,2,nonconventional,Request,Yes,Male,Yes,5,19,No
,27,ujg3qj4zoo,non_conventional,,statement,back,2,nonconventional,,No,Male,Yes,5,19,No
585.355,28,ujg3qj4zoo,non_conventional,0,statement,back,2,nonconventional,Request,Yes,Male,Yes,5,19,No
,29,ujg3qj4zoo,non_conventional,,request,back,22,nonconventional,,No,Male,Yes,5,19,No
1037.085,30,ujg3qj4zoo,non_conventional,0,request,back,22,nonconventional,Request,No,Male,Yes,5,19,No
,31,ujg3qj4zoo,non_conventional,,request,car,22,nonconventional,,No,Male,Yes,5,19,No
804.1599999,32,ujg3qj4zoo,non_conventional,1,request,car,22,nonconventional,Non-Request,No,Male,Yes,5,19,No
,33,ujg3qj4zoo,non_conventional,,statement,car,22,nonconventional,,No,Male,Yes,5,19,No
885.78,34,ujg3qj4zoo,non_conventional,1,statement,car,22,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,35,ujg3qj4zoo,non_conventional,,statement,soup,22,nonconventional,,No,Male,Yes,5,19,No
896.035,36,ujg3qj4zoo,non_conventional,1,statement,soup,22,nonconventional,Non-Request,No,Male,Yes,5,19,No
,37,ujg3qj4zoo,non_conventional,,request,phone,22,nonconventional,,No,Male,Yes,5,19,No
553.0300001,38,ujg3qj4zoo,non_conventional,0,request,phone,22,nonconventional,Request,No,Male,Yes,5,19,No
,39,ujg3qj4zoo,non_conventional,,statement,back,22,nonconventional,,No,Male,Yes,5,19,No
318.965,40,ujg3qj4zoo,non_conventional,0,statement,back,22,nonconventional,Request,Yes,Male,Yes,5,19,No
,41,ujg3qj4zoo,non_conventional,,request,soup,22,nonconventional,,No,Male,Yes,5,19,No
780.1750001,42,ujg3qj4zoo,non_conventional,0,request,soup,22,nonconventional,Request,Yes,Male,Yes,5,19,No
,43,ujg3qj4zoo,non_conventional,,request,office,22,nonconventional,,No,Male,Yes,5,19,No
378.13,44,ujg3qj4zoo,non_conventional,0,request,office,22,nonconventional,Request,No,Male,Yes,5,19,No
,45,ujg3qj4zoo,non_conventional,,statement,phone,22,nonconventional,,No,Male,Yes,5,19,No
5658.265,46,ujg3qj4zoo,non_conventional,1,statement,phone,22,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,47,ujg3qj4zoo,non_conventional,,statement,office,22,nonconventional,,No,Male,Yes,5,19,No
317.165,48,ujg3qj4zoo,non_conventional,1,statement,office,22,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,49,ujg3qj4zoo,non_conventional,,request,laptop,22,nonconventional,,No,Male,Yes,5,19,No
1675.9,50,ujg3qj4zoo,non_conventional,0,request,laptop,22,nonconventional,Request,No,Male,Yes,5,19,No
,51,ujg3qj4zoo,non_conventional,,statement,laptop,22,nonconventional,,No,Male,Yes,5,19,No
319.39,52,ujg3qj4zoo,non_conventional,1,statement,laptop,22,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,53,ujg3qj4zoo,non_conventional,,request,laptop,18,nonconventional,,No,Male,Yes,5,19,No
1023.01,54,ujg3qj4zoo,non_conventional,1,request,laptop,18,nonconventional,Non-Request,No,Male,Yes,5,19,No
,55,ujg3qj4zoo,non_conventional,,request,phone,18,nonconventional,,No,Male,Yes,5,19,No
539.535,56,ujg3qj4zoo,non_conventional,1,request,phone,18,nonconventional,Non-Request,No,Male,Yes,5,19,No
,57,ujg3qj4zoo,non_conventional,,statement,phone,18,nonconventional,,No,Male,Yes,5,19,No
1036.19,58,ujg3qj4zoo,non_conventional,1,statement,phone,18,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,59,ujg3qj4zoo,non_conventional,,statement,soup,18,nonconventional,,No,Male,Yes,5,19,No
3309.36,60,ujg3qj4zoo,non_conventional,1,statement,soup,18,nonconventional,Non-Request,No,Male,Yes,5,19,No
,61,ujg3qj4zoo,non_conventional,,request,car,18,nonconventional,,No,Male,Yes,5,19,No
609.5550001,62,ujg3qj4zoo,non_conventional,0,request,car,18,nonconventional,Request,No,Male,Yes,5,19,No
,63,ujg3qj4zoo,non_conventional,,request,office,18,nonconventional,,No,Male,Yes,5,19,No
354.99,64,ujg3qj4zoo,non_conventional,0,request,office,18,nonconventional,Request,No,Male,Yes,5,19,No
,65,ujg3qj4zoo,non_conventional,,statement,car,18,nonconventional,,No,Male,Yes,5,19,No
873.8200001,66,ujg3qj4zoo,non_conventional,1,statement,car,18,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,67,ujg3qj4zoo,non_conventional,,statement,back,18,nonconventional,,No,Male,Yes,5,19,No
1649.225,68,ujg3qj4zoo,non_conventional,0,statement,back,18,nonconventional,Request,No,Male,Yes,5,19,No
,69,ujg3qj4zoo,non_conventional,,statement,laptop,18,nonconventional,,No,Male,Yes,5,19,No
1190.15,70,ujg3qj4zoo,non_conventional,1,statement,laptop,18,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,71,ujg3qj4zoo,non_conventional,,request,soup,18,nonconventional,,No,Male,Yes,5,19,No
518.12,72,ujg3qj4zoo,non_conventional,0,request,soup,18,nonconventional,Request,Yes,Male,Yes,5,19,No
,73,ujg3qj4zoo,non_conventional,,request,back,18,nonconventional,,No,Male,Yes,5,19,No
365.6649999,74,ujg3qj4zoo,non_conventional,0,request,back,18,nonconventional,Request,Yes,Male,Yes,5,19,No
,75,ujg3qj4zoo,non_conventional,,statement,office,18,nonconventional,,No,Male,Yes,5,19,No
3597.255,76,ujg3qj4zoo,non_conventional,1,statement,office,18,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,77,ujg3qj4zoo,non_conventional,,statement,office,20,nonconventional,,No,Male,Yes,5,19,No
385.845,78,ujg3qj4zoo,non_conventional,0,statement,office,20,nonconventional,Request,No,Male,Yes,5,19,No
,79,ujg3qj4zoo,non_conventional,,statement,car,20,nonconventional,,No,Male,Yes,5,19,No
879.3799999,80,ujg3qj4zoo,non_conventional,0,statement,car,20,nonconventional,Request,No,Male,Yes,5,19,No
,81,ujg3qj4zoo,non_conventional,,request,back,20,nonconventional,,No,Male,Yes,5,19,No
395.96,82,ujg3qj4zoo,non_conventional,0,request,back,20,nonconventional,Request,No,Male,Yes,5,19,No
,83,ujg3qj4zoo,non_conventional,,statement,laptop,20,nonconventional,,No,Male,Yes,5,19,No
1835.305,84,ujg3qj4zoo,non_conventional,0,statement,laptop,20,nonconventional,Request,No,Male,Yes,5,19,No
,85,ujg3qj4zoo,non_conventional,,request,soup,20,nonconventional,,No,Male,Yes,5,19,No
1002.9,86,ujg3qj4zoo,non_conventional,0,request,soup,20,nonconventional,Request,No,Male,Yes,5,19,No
,87,ujg3qj4zoo,non_conventional,,request,car,20,nonconventional,,No,Male,Yes,5,19,No
3871.865,88,ujg3qj4zoo,non_conventional,0,request,car,20,nonconventional,Request,Yes,Male,Yes,5,19,No
,89,ujg3qj4zoo,non_conventional,,statement,soup,20,nonconventional,,No,Male,Yes,5,19,No
329.3700001,90,ujg3qj4zoo,non_conventional,1,statement,soup,20,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,91,ujg3qj4zoo,non_conventional,,request,phone,20,nonconventional,,No,Male,Yes,5,19,No
1317.845,92,ujg3qj4zoo,non_conventional,0,request,phone,20,nonconventional,Request,No,Male,Yes,5,19,No
,93,ujg3qj4zoo,non_conventional,,request,office,20,nonconventional,,No,Male,Yes,5,19,No
375.9249999,94,ujg3qj4zoo,non_conventional,0,request,office,20,nonconventional,Request,Yes,Male,Yes,5,19,No
,95,ujg3qj4zoo,non_conventional,,request,laptop,20,nonconventional,,No,Male,Yes,5,19,No
290.21,96,ujg3qj4zoo,non_conventional,0,request,laptop,20,nonconventional,Request,Yes,Male,Yes,5,19,No
,97,ujg3qj4zoo,non_conventional,,statement,phone,20,nonconventional,,No,Male,Yes,5,19,No
1261.9,98,ujg3qj4zoo,non_conventional,0,statement,phone,20,nonconventional,Request,Yes,Male,Yes,5,19,No
,99,ujg3qj4zoo,non_conventional,,statement,back,20,nonconventional,,No,Male,Yes,5,19,No
287.915,100,ujg3qj4zoo,non_conventional,0,statement,back,20,nonconventional,Request,Yes,Male,Yes,5,19,No
,101,ujg3qj4zoo,non_conventional,,request,back,5,nonconventional,,No,Male,Yes,5,19,No
340.14,102,ujg3qj4zoo,non_conventional,0,request,back,5,nonconventional,Request,No,Male,Yes,5,19,No
,103,ujg3qj4zoo,non_conventional,,request,car,5,nonconventional,,No,Male,Yes,5,19,No
808.5599999,104,ujg3qj4zoo,non_conventional,0,request,car,5,nonconventional,Request,No,Male,Yes,5,19,No
,105,ujg3qj4zoo,non_conventional,,statement,laptop,5,nonconventional,,No,Male,Yes,5,19,No
424.1099999,106,ujg3qj4zoo,non_conventional,1,statement,laptop,5,nonconventional,Non-Request,No,Male,Yes,5,19,No
,107,ujg3qj4zoo,non_conventional,,statement,phone,5,nonconventional,,No,Male,Yes,5,19,No
1023.86,108,ujg3qj4zoo,non_conventional,0,statement,phone,5,nonconventional,Request,No,Male,Yes,5,19,No
,109,ujg3qj4zoo,non_conventional,,request,office,5,nonconventional,,No,Male,Yes,5,19,No
465.205,110,ujg3qj4zoo,non_conventional,0,request,office,5,nonconventional,Request,No,Male,Yes,5,19,No
,111,ujg3qj4zoo,non_conventional,,statement,back,5,nonconventional,,No,Male,Yes,5,19,No
350.23,112,ujg3qj4zoo,non_conventional,0,statement,back,5,nonconventional,Request,Yes,Male,Yes,5,19,No
,113,ujg3qj4zoo,non_conventional,,statement,soup,5,nonconventional,,No,Male,Yes,5,19,No
620.25,114,ujg3qj4zoo,non_conventional,1,statement,soup,5,nonconventional,Non-Request,No,Male,Yes,5,19,No
,115,ujg3qj4zoo,non_conventional,,statement,car,5,nonconventional,,No,Male,Yes,5,19,No
359.48,116,ujg3qj4zoo,non_conventional,0,statement,car,5,nonconventional,Request,Yes,Male,Yes,5,19,No
,117,ujg3qj4zoo,non_conventional,,statement,office,5,nonconventional,,No,Male,Yes,5,19,No
780.52,118,ujg3qj4zoo,non_conventional,1,statement,office,5,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,119,ujg3qj4zoo,non_conventional,,request,soup,5,nonconventional,,No,Male,Yes,5,19,No
395.9400001,120,ujg3qj4zoo,non_conventional,0,request,soup,5,nonconventional,Request,Yes,Male,Yes,5,19,No
,121,ujg3qj4zoo,non_conventional,,request,laptop,5,nonconventional,,No,Male,Yes,5,19,No
7367.665,122,ujg3qj4zoo,non_conventional,1,request,laptop,5,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,123,ujg3qj4zoo,non_conventional,,request,phone,5,nonconventional,,No,Male,Yes,5,19,No
698.245,124,ujg3qj4zoo,non_conventional,0,request,phone,5,nonconventional,Request,Yes,Male,Yes,5,19,No
,125,ujg3qj4zoo,non_conventional,,statement,soup,24,nonconventional,,No,Male,Yes,5,19,No
2115.235,126,ujg3qj4zoo,non_conventional,1,statement,soup,24,nonconventional,Non-Request,No,Male,Yes,5,19,No
,127,ujg3qj4zoo,non_conventional,,statement,car,24,nonconventional,,No,Male,Yes,5,19,No
996.0500001,128,ujg3qj4zoo,non_conventional,0,statement,car,24,nonconventional,Request,No,Male,Yes,5,19,No
,129,ujg3qj4zoo,non_conventional,,request,car,24,nonconventional,,No,Male,Yes,5,19,No
907.99,130,ujg3qj4zoo,non_conventional,0,request,car,24,nonconventional,Request,Yes,Male,Yes,5,19,No
,131,ujg3qj4zoo,non_conventional,,request,laptop,24,nonconventional,,No,Male,Yes,5,19,No
1868.015,132,ujg3qj4zoo,non_conventional,1,request,laptop,24,nonconventional,Non-Request,No,Male,Yes,5,19,No
,133,ujg3qj4zoo,non_conventional,,request,back,24,nonconventional,,No,Male,Yes,5,19,No
776.19,134,ujg3qj4zoo,non_conventional,0,request,back,24,nonconventional,Request,No,Male,Yes,5,19,No
,135,ujg3qj4zoo,non_conventional,,statement,back,24,nonconventional,,No,Male,Yes,5,19,No
529.3200001,136,ujg3qj4zoo,non_conventional,0,statement,back,24,nonconventional,Request,Yes,Male,Yes,5,19,No
,137,ujg3qj4zoo,non_conventional,,request,office,24,nonconventional,,No,Male,Yes,5,19,No
343.815,138,ujg3qj4zoo,non_conventional,0,request,office,24,nonconventional,Request,No,Male,Yes,5,19,No
,139,ujg3qj4zoo,non_conventional,,statement,phone,24,nonconventional,,No,Male,Yes,5,19,No
324.135,140,ujg3qj4zoo,non_conventional,1,statement,phone,24,nonconventional,Non-Request,No,Male,Yes,5,19,No
,141,ujg3qj4zoo,non_conventional,,request,phone,24,nonconventional,,No,Male,Yes,5,19,No
1791.405,142,ujg3qj4zoo,non_conventional,0,request,phone,24,nonconventional,Request,Yes,Male,Yes,5,19,No
,143,ujg3qj4zoo,non_conventional,,request,soup,24,nonconventional,,No,Male,Yes,5,19,No
2429.945,144,ujg3qj4zoo,non_conventional,1,request,soup,24,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,145,ujg3qj4zoo,non_conventional,,statement,office,24,nonconventional,,No,Male,Yes,5,19,No
546.06,146,ujg3qj4zoo,non_conventional,0,statement,office,24,nonconventional,Request,Yes,Male,Yes,5,19,No
,147,ujg3qj4zoo,non_conventional,,statement,laptop,24,nonconventional,,No,Male,Yes,5,19,No
1425.03,148,ujg3qj4zoo,non_conventional,1,statement,laptop,24,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,149,ujg3qj4zoo,non_conventional,,request,office,8,nonconventional,,No,Male,Yes,5,19,No
666.1349999,150,ujg3qj4zoo,non_conventional,0,request,office,8,nonconventional,Request,No,Male,Yes,5,19,No
,151,ujg3qj4zoo,non_conventional,,request,back,8,nonconventional,,No,Male,Yes,5,19,No
432.97,152,ujg3qj4zoo,non_conventional,1,request,back,8,nonconventional,Non-Request,No,Male,Yes,5,19,No
,153,ujg3qj4zoo,non_conventional,,request,car,8,nonconventional,,No,Male,Yes,5,19,No
722.85,154,ujg3qj4zoo,non_conventional,0,request,car,8,nonconventional,Request,No,Male,Yes,5,19,No
,155,ujg3qj4zoo,non_conventional,,request,laptop,8,nonconventional,,No,Male,Yes,5,19,No
373.5100001,156,ujg3qj4zoo,non_conventional,1,request,laptop,8,nonconventional,Non-Request,No,Male,Yes,5,19,No
,157,ujg3qj4zoo,non_conventional,,statement,car,8,nonconventional,,No,Male,Yes,5,19,No
372.9899999,158,ujg3qj4zoo,non_conventional,0,statement,car,8,nonconventional,Request,Yes,Male,Yes,5,19,No
,159,ujg3qj4zoo,non_conventional,,statement,back,8,nonconventional,,No,Male,Yes,5,19,No
3070.42,160,ujg3qj4zoo,non_conventional,0,statement,back,8,nonconventional,Request,Yes,Male,Yes,5,19,No
,161,ujg3qj4zoo,non_conventional,,statement,soup,8,nonconventional,,No,Male,Yes,5,19,No
560.115,162,ujg3qj4zoo,non_conventional,1,statement,soup,8,nonconventional,Non-Request,No,Male,Yes,5,19,No
,163,ujg3qj4zoo,non_conventional,,request,phone,8,nonconventional,,No,Male,Yes,5,19,No
407.905,164,ujg3qj4zoo,non_conventional,0,request,phone,8,nonconventional,Request,No,Male,Yes,5,19,No
,165,ujg3qj4zoo,non_conventional,,request,soup,8,nonconventional,,No,Male,Yes,5,19,No
380.075,166,ujg3qj4zoo,non_conventional,0,request,soup,8,nonconventional,Request,Yes,Male,Yes,5,19,No
,167,ujg3qj4zoo,non_conventional,,statement,laptop,8,nonconventional,,No,Male,Yes,5,19,No
3651.25,168,ujg3qj4zoo,non_conventional,1,statement,laptop,8,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,169,ujg3qj4zoo,non_conventional,,statement,office,8,nonconventional,,No,Male,Yes,5,19,No
507.3950001,170,ujg3qj4zoo,non_conventional,1,statement,office,8,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,171,ujg3qj4zoo,non_conventional,,statement,phone,8,nonconventional,,No,Male,Yes,5,19,No
1920.9,172,ujg3qj4zoo,non_conventional,1,statement,phone,8,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,173,ujg3qj4zoo,non_conventional,,statement,soup,1,nonconventional,,No,Male,Yes,5,19,No
399.98,174,ujg3qj4zoo,non_conventional,1,statement,soup,1,nonconventional,Non-Request,No,Male,Yes,5,19,No
,175,ujg3qj4zoo,non_conventional,,request,back,1,nonconventional,,No,Male,Yes,5,19,No
327.99,176,ujg3qj4zoo,non_conventional,0,request,back,1,nonconventional,Request,No,Male,Yes,5,19,No
,177,ujg3qj4zoo,non_conventional,,request,phone,1,nonconventional,,No,Male,Yes,5,19,No
3763.415,178,ujg3qj4zoo,non_conventional,1,request,phone,1,nonconventional,Non-Request,No,Male,Yes,5,19,No
,179,ujg3qj4zoo,non_conventional,,statement,phone,1,nonconventional,,No,Male,Yes,5,19,No
362.025,180,ujg3qj4zoo,non_conventional,0,statement,phone,1,nonconventional,Request,Yes,Male,Yes,5,19,No
,181,ujg3qj4zoo,non_conventional,,request,laptop,1,nonconventional,,No,Male,Yes,5,19,No
358.98,182,ujg3qj4zoo,non_conventional,1,request,laptop,1,nonconventional,Non-Request,No,Male,Yes,5,19,No
,183,ujg3qj4zoo,non_conventional,,statement,laptop,1,nonconventional,,No,Male,Yes,5,19,No
303.705,184,ujg3qj4zoo,non_conventional,0,statement,laptop,1,nonconventional,Request,Yes,Male,Yes,5,19,No
,185,ujg3qj4zoo,non_conventional,,request,office,1,nonconventional,,No,Male,Yes,5,19,No
322.3799999,186,ujg3qj4zoo,non_conventional,0,request,office,1,nonconventional,Request,No,Male,Yes,5,19,No
,187,ujg3qj4zoo,non_conventional,,statement,back,1,nonconventional,,No,Male,Yes,5,19,No
2313.775,188,ujg3qj4zoo,non_conventional,1,statement,back,1,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,189,ujg3qj4zoo,non_conventional,,statement,car,1,nonconventional,,No,Male,Yes,5,19,No
403.7650001,190,ujg3qj4zoo,non_conventional,0,statement,car,1,nonconventional,Request,No,Male,Yes,5,19,No
,191,ujg3qj4zoo,non_conventional,,request,soup,1,nonconventional,,No,Male,Yes,5,19,No
449.4599999,192,ujg3qj4zoo,non_conventional,1,request,soup,1,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,193,ujg3qj4zoo,non_conventional,,request,car,1,nonconventional,,No,Male,Yes,5,19,No
1213.175,194,ujg3qj4zoo,non_conventional,0,request,car,1,nonconventional,Request,Yes,Male,Yes,5,19,No
,195,ujg3qj4zoo,non_conventional,,statement,office,1,nonconventional,,No,Male,Yes,5,19,No
711.0850001,196,ujg3qj4zoo,non_conventional,1,statement,office,1,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,197,ujg3qj4zoo,non_conventional,,request,back,19,nonconventional,,No,Male,Yes,5,19,No
437.985,198,ujg3qj4zoo,non_conventional,0,request,back,19,nonconventional,Request,No,Male,Yes,5,19,No
,199,ujg3qj4zoo,non_conventional,,statement,phone,19,nonconventional,,No,Male,Yes,5,19,No
972.11,200,ujg3qj4zoo,non_conventional,0,statement,phone,19,nonconventional,Request,No,Male,Yes,5,19,No
,201,ujg3qj4zoo,non_conventional,,request,laptop,19,nonconventional,,No,Male,Yes,5,19,No
1148.86,202,ujg3qj4zoo,non_conventional,0,request,laptop,19,nonconventional,Request,No,Male,Yes,5,19,No
,203,ujg3qj4zoo,non_conventional,,request,soup,19,nonconventional,,No,Male,Yes,5,19,No
357.315,204,ujg3qj4zoo,non_conventional,0,request,soup,19,nonconventional,Request,No,Male,Yes,5,19,No
,205,ujg3qj4zoo,non_conventional,,statement,car,19,nonconventional,,No,Male,Yes,5,19,No
738.125,206,ujg3qj4zoo,non_conventional,0,statement,car,19,nonconventional,Request,No,Male,Yes,5,19,No
,207,ujg3qj4zoo,non_conventional,,statement,office,19,nonconventional,,No,Male,Yes,5,19,No
393.56,208,ujg3qj4zoo,non_conventional,0,statement,office,19,nonconventional,Request,No,Male,Yes,5,19,No
,209,ujg3qj4zoo,non_conventional,,statement,soup,19,nonconventional,,No,Male,Yes,5,19,No
446.035,210,ujg3qj4zoo,non_conventional,1,statement,soup,19,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,211,ujg3qj4zoo,non_conventional,,statement,back,19,nonconventional,,No,Male,Yes,5,19,No
2718.175,212,ujg3qj4zoo,non_conventional,1,statement,back,19,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,213,ujg3qj4zoo,non_conventional,,request,car,19,nonconventional,,No,Male,Yes,5,19,No
905.0199999,214,ujg3qj4zoo,non_conventional,1,request,car,19,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,215,ujg3qj4zoo,non_conventional,,statement,laptop,19,nonconventional,,No,Male,Yes,5,19,No
538.91,216,ujg3qj4zoo,non_conventional,1,statement,laptop,19,nonconventional,Non-Request,Yes,Male,Yes,5,19,No
,217,ujg3qj4zoo,non_conventional,,request,phone,19,nonconventional,,No,Male,Yes,5,19,No
610.155,218,ujg3qj4zoo,non_conventional,0,request,phone,19,nonconventional,Request,Yes,Male,Yes,5,19,No
,219,ujg3qj4zoo,non_conventional,,request,office,19,nonconventional,,No,Male,Yes,5,19,No
459.055,220,ujg3qj4zoo,non_conventional,0,request,office,19,nonconventional,Request,Yes,Male,Yes,5,19,No
16396.11,221,ujg3qj4zoo,non_conventional,,,,,,,No,Male,Yes,5,19,No
8524.18,222,ujg3qj4zoo,non_conventional,,,,,,,No,Male,Yes,5,19,No
2321.825,223,ujg3qj4zoo,non_conventional,,,,,,,No,Male,Yes,5,19,No
15030.355,0,zfax7ck7zs,conventional,,,,,,,No,Female,Yes,5,19,No
17975.29,1,zfax7ck7zs,conventional,,,,,,,No,Female,Yes,5,19,No
7457.03,2,zfax7ck7zs,conventional,,,,,,,No,Female,Yes,5,19,No
9866.26,3,zfax7ck7zs,conventional,2,,,,,,No,Female,Yes,5,19,No
44201.535,4,zfax7ck7zs,conventional,,,,,,,No,Female,Yes,5,19,No
,5,zfax7ck7zs,conventional,,question,piano,6,conventional,,No,Female,Yes,5,19,No
7084.675,6,zfax7ck7zs,conventional,1,question,piano,6,conventional,Non-Request,No,Female,Yes,5,19,No
,7,zfax7ck7zs,conventional,,request,window,6,conventional,,No,Female,Yes,5,19,No
1236.715,8,zfax7ck7zs,conventional,0,request,window,6,conventional,Request,No,Female,Yes,5,19,No
,9,zfax7ck7zs,conventional,,question,Spanish,6,conventional,,No,Female,Yes,5,19,No
4907.605,10,zfax7ck7zs,conventional,1,question,Spanish,6,conventional,Non-Request,No,Female,Yes,5,19,No
,11,zfax7ck7zs,conventional,,request,door,6,conventional,,No,Female,Yes,5,19,No
1223.755,12,zfax7ck7zs,conventional,0,request,door,6,conventional,Request,No,Female,Yes,5,19,No
,13,zfax7ck7zs,conventional,,request,temp,6,conventional,,No,Female,Yes,5,19,No
1242.845,14,zfax7ck7zs,conventional,0,request,temp,6,conventional,Request,No,Female,Yes,5,19,No
,15,zfax7ck7zs,conventional,,question,temp,6,conventional,,No,Female,Yes,5,19,No
1714.75,16,zfax7ck7zs,conventional,0,question,temp,6,conventional,Request,Yes,Female,Yes,5,19,No
,17,zfax7ck7zs,conventional,,question,window,6,conventional,,No,Female,Yes,5,19,No
1496.025,18,zfax7ck7zs,conventional,0,question,window,6,conventional,Request,Yes,Female,Yes,5,19,No
,19,zfax7ck7zs,conventional,,request,piano,6,conventional,,No,Female,Yes,5,19,No
4987.84,20,zfax7ck7zs,conventional,0,request,piano,6,conventional,Request,Yes,Female,Yes,5,19,No
,21,zfax7ck7zs,conventional,,request,Spanish,6,conventional,,No,Female,Yes,5,19,No
3307.81,22,zfax7ck7zs,conventional,1,request,Spanish,6,conventional,Non-Request,Yes,Female,Yes,5,19,No
,23,zfax7ck7zs,conventional,,request,box,6,conventional,,No,Female,Yes,5,19,No
2965.195,24,zfax7ck7zs,conventional,0,request,box,6,conventional,Request,No,Female,Yes,5,19,No
,25,zfax7ck7zs,conventional,,question,door,6,conventional,,No,Female,Yes,5,19,No
1520.85,26,zfax7ck7zs,conventional,0,question,door,6,conventional,Request,Yes,Female,Yes,5,19,No
,27,zfax7ck7zs,conventional,,question,box,6,conventional,,No,Female,Yes,5,19,No
2122.225,28,zfax7ck7zs,conventional,0,question,box,6,conventional,Request,Yes,Female,Yes,5,19,No
,29,zfax7ck7zs,conventional,,request,temp,17,conventional,,No,Female,Yes,5,19,No
1895.965,30,zfax7ck7zs,conventional,0,request,temp,17,conventional,Request,No,Female,Yes,5,19,No
,31,zfax7ck7zs,conventional,,request,Spanish,17,conventional,,No,Female,Yes,5,19,No
1350.605,32,zfax7ck7zs,conventional,0,request,Spanish,17,conventional,Request,No,Female,Yes,5,19,No
,33,zfax7ck7zs,conventional,,request,door,17,conventional,,No,Female,Yes,5,19,No
2161.18,34,zfax7ck7zs,conventional,0,request,door,17,conventional,Request,No,Female,Yes,5,19,No
,35,zfax7ck7zs,conventional,,request,box,17,conventional,,No,Female,Yes,5,19,No
2676.71,36,zfax7ck7zs,conventional,0,request,box,17,conventional,Request,No,Female,Yes,5,19,No
,37,zfax7ck7zs,conventional,,question,box,17,conventional,,No,Female,Yes,5,19,No
1593.675,38,zfax7ck7zs,conventional,0,question,box,17,conventional,Request,Yes,Female,Yes,5,19,No
,39,zfax7ck7zs,conventional,,question,piano,17,conventional,,No,Female,Yes,5,19,No
4885.06,40,zfax7ck7zs,conventional,1,question,piano,17,conventional,Non-Request,No,Female,Yes,5,19,No
,41,zfax7ck7zs,conventional,,question,door,17,conventional,,No,Female,Yes,5,19,No
1341.195,42,zfax7ck7zs,conventional,0,question,door,17,conventional,Request,Yes,Female,Yes,5,19,No
,43,zfax7ck7zs,conventional,,question,Spanish,17,conventional,,No,Female,Yes,5,19,No
2143.02,44,zfax7ck7zs,conventional,0,question,Spanish,17,conventional,Request,Yes,Female,Yes,5,19,No
